date,1,2,7,9,12,15,17,18,19,20,22,23,25,26,27,29,28,30,31
2021-01-01,0.114833755,0.32353059,0.567504649,0.44644848,0.725454208,0.056845728,0.576709822,0.407500015,0.499990021,0.672985457,0.691129611,0.63323899,0.072692822,0.435273982,0.333951441,0.106697235,0.073544746,0.071181019,0.127779364
2021-01-02,,,,,,,,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,,,,,,,,
2021-01-06,,,,,,,,,,,,,,,,,,,
2021-01-07,,,,,,,,,,,,,,,,,,,
2021-01-08,,,,,,,,,,,,,,,,,,,
2021-01-09,0.133300007,0.304264357,0.548204899,0.449677256,0.693255583,0.068718284,0.5816428,0.394177372,0.505351166,0.64438131,0.626694356,0.612693085,0.087006662,0.401648036,0.322265984,0.103189815,0.076785168,0.081509739,0.123506792
2021-01-10,,,,,,,,,,,,,,,,,,,
2021-01-11,,,,,,,,,,,,,,,,,,,
2021-01-12,,,,,,,,,,,,,,,,,,,
2021-01-13,,,,,,,,,,,,,,,,,,,
2021-01-14,,,,,,,,,,,,,,,,,,,
2021-01-15,,,,,,,,,,,,,,,,,,,
2021-01-16,,,,,,,,,,,,,,,,,,,
2021-01-17,,,,,,,,,,,,,,,,,,,
2021-01-18,,,,,,,,,,,,,,,,,,,
2021-01-19,,,,,,,,,,,,,,,,,,,
2021-01-20,,,,,,,,,,,,,,,,,,,
2021-01-21,0.146167135,0.26669882,0.489607088,0.399698891,0.643775595,0.100132037,0.520377581,0.339343116,0.446188058,0.565095326,0.60637093,0.560821893,0.112700609,0.366731298,0.281290495,0.112696396,0.111282592,0.116890052,0.132520442
2021-01-22,,,,,,,,,,,,,,,,,,,
2021-01-23,,,,,,,,,,,,,,,,,,,
2021-01-24,,,,,,,,,,,,,,,,,,,
2021-01-25,,,,,,,,,,,,,,,,,,,
2021-01-26,,,,,,,,,,,,,,,,,,,
2021-01-27,,,,,,,,,,,,,,,,,,,
2021-01-28,,,,,,,,,,,,,,,,,,,
2021-01-29,,,,,,,,,,,,,,,,,,,
2021-01-30,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,
2021-02-01,,,,,,,,,,,,,,,,,,,
2021-02-02,,,,,,,,,,,,,,,,,,,
2021-02-03,0.076794548,,0.210254377,0.163059745,,,,0.109821791,,,,,0.022964509,,,0.061231364,,,0.062312257
2021-02-04,,,,,,,,,,,,,,,,,,,
2021-02-05,,,,,,,,,,,,,,,,,,,
2021-02-06,,,,,,,,,,,,,,,,,,,
2021-02-07,,,,,,,,,,,,,,,,,,,
2021-02-08,,,,,,,,,,,,,,,,,,,
2021-02-09,,,,,,,,,,,,,,,,,,,
2021-02-10,,,,,,,,,,,,,,,,,,,
2021-02-11,,,,,,,,,,,,,,,,,,,
2021-02-12,,,,,,,,,,,,,,,,,,,
2021-02-13,,,,,,,,,,,,,,,,,,,
2021-02-14,,,,,,,,,,,,,,,,,,,
2021-02-15,,,0.504077148,0.459093763,0.594493762,,0.534680453,0.358709572,0.545107101,0.513471353,0.543800838,0.660985553,,0.360604815,,,,,0.165663895
2021-02-16,,,,,,,,,,,,,,,,,,,
2021-02-17,,,,,,,,,,,,,,,,,,,
2021-02-18,0.246216157,0.214013931,0.44963728,0.494626038,0.548797929,0.167242882,0.551416996,0.31200796,0.519100928,0.509987087,0.506570602,0.655145438,0.184450411,0.302668574,0.295946507,0.156543402,0.074424827,0.141676232,0.156379435
2021-02-19,,,,,,,,,,,,,,,,,,,
2021-02-20,,,,,,,,,,,,,,,,,,,
2021-02-21,,,,,,,,,,,,,,,,,,,
2021-02-22,,,,,,,,,,,,,,,,,,,
2021-02-23,0.238507172,0.219447705,0.419254824,0.454155615,0.45386726,0.183594772,0.496930718,0.278551573,0.485917894,0.457463517,0.451699573,0.572371161,0.19605051,0.324978564,0.280702226,0.158292269,0.112584398,0.155155371,0.164821197
2021-02-24,,,,,,,,,,,,,,,,,,,
2021-02-25,0.22341531,0.199811012,0.364720855,0.394491845,0.382892081,0.178678575,0.439057609,0.264798836,0.419406746,0.393963725,0.388691647,0.500045302,0.18385277,0.285419125,0.251758928,0.159597511,0.126588304,0.148937652,0.15934728
2021-02-26,,,,,,,,,,,,,,,,,,,
2021-02-27,,,,,,,,,,,,,,,,,,,
2021-02-28,0.306777516,0.208008271,0.448944737,0.478018378,0.439784189,0.267650377,0.473613329,0.325577138,0.551692812,0.484726191,0.467575606,0.635887282,0.263309571,0.364616037,0.360976421,0.240479424,0.165799741,0.194543817,0.212935651
2021-03-01,,,,,,,,,,,,,,,,,,,
2021-03-02,0.327502583,0.257309598,0.453634658,0.532519544,0.451287139,0.284589543,0.583153058,0.335899824,0.566586072,0.489249817,0.471850121,0.65252101,0.27068757,0.384990781,0.365499818,0.253864929,0.175828332,0.204115202,0.220582661
2021-03-03,,,,,,,,,,,,,,,,,,,
2021-03-04,,,,,,,,,,,,,,,,,,,
2021-03-05,,,,,,,,,,,,,,,,,,,
2021-03-06,,,,,,,,,,,,,,,,,,,
2021-03-07,0.372440262,0.270733953,0.464903347,0.570485925,0.471096899,0.322490468,0.627129894,0.372727383,0.59377528,0.517252096,0.489827692,0.69147659,0.296571124,0.399054038,0.411309118,0.289221845,0.195717079,0.218460671,0.239516619
2021-03-08,,,,,,,,,,,,,,,,,,,
2021-03-09,,,,,,,,,,,,,,,,,,,
2021-03-10,,,,,,,,,,,,,,,,,,,
2021-03-11,,,,,,,,,,,,,,,,,,,
2021-03-12,0.369078559,0.251256321,0.401533501,0.353021408,0.425266533,0.282380062,0.504228339,0.356943146,0.59130424,0.48655481,0.479136738,0.672842601,0.289779164,0.370904533,0.402362803,0.2852736,0.182753009,0.206476347,0.17917951
2021-03-13,,,,,,,,,,,,,,,,,,,
2021-03-14,,,,,,,,,,,,,,,,,,,
2021-03-15,,,,,,,,,,,,,,,,,,,
2021-03-16,,,,,,,,,,,,,,,,,,,
2021-03-17,0.253253931,0.144307269,,,,,,,,,,,0.209112314,,0.199282714,0.121601688,,,
2021-03-18,,,,,,,,,,,,,,,,,,,
2021-03-19,,,,,,,,,,,,,,,,,,,
2021-03-20,0.446053248,0.303330063,0.422126667,0.560783359,0.401460462,,0.580336353,0.438002156,0.605448818,0.548909733,0.501613162,0.331627903,0.338333734,0.444107591,0.472956335,0.340358383,0.131098433,0.231456391,0.267110621
2021-03-21,,,,,,,,,,,,,,,,,,,
2021-03-22,,,,,,,,,,,,,,,,,,,
2021-03-23,,,,,,,,,,,,,,,,,,,
2021-03-24,,,,,,,,,,,,,,,,,,,
2021-03-25,0.465625583,0.305859182,0.482232553,0.607059188,0.555937421,0.390575145,0.612008164,0.451423047,0.657189132,0.593600179,0.576185093,0.734231761,0.353398754,0.412150108,0.49715502,0.356210508,0.210783021,0.236871774,0.265994135
2021-03-26,,,,,,,,,,,,,,,,,,,
2021-03-27,0.453585744,0.292556973,0.451558545,0.566122807,0.538403786,0.374756267,0.581864594,0.441314012,0.627310124,0.57015421,0.553941261,0.689792441,0.342232336,0.38007135,0.469669544,0.346367332,0.191051837,0.227406727,0.26054482
2021-03-28,,,,,,,,,,,,,,,,,,,
2021-03-29,,,,,,,,,,,,,,,,,,,
2021-03-30,,,,,0.434882777,0.253850281,,,,0.331154047,0.318098316,,,,0.274903475,0.222579736,,,
2021-03-31,,,,,,,,,,,,,,,,,,,
2021-04-01,,0.241894681,,,0.561612881,0.285862415,0.408540457,,0.39385763,0.513211201,0.575357955,0.624358085,0.328418455,,0.416535109,0.33906807,0.203623184,0.22981938,
2021-04-02,,,,,,,,,,,,,,,,,,,
2021-04-03,,,,,,,,,,,,,,,,,,,
2021-04-04,0.35362275,,,,,,,,,,,,0.211373172,,,,,,
2021-04-05,,,,,,,,,,,,,,,,,,,
2021-04-06,,,,,,,,,,,,,,,,,,,
2021-04-07,,,,,,,,,,,,,,,,,,,
2021-04-08,,,,,,,,,,,,,,,,,,,
2021-04-09,0.606783454,0.417784091,0.564997966,0.683306002,0.706829776,0.50535428,0.754266093,0.615602768,0.750281845,0.727594958,0.703590146,0.75575426,0.467473757,0.475459886,0.60071417,0.514265219,0.265229148,0.318350062,0.39540173
2021-04-10,,,,,,,,,,,,,,,,,,,
2021-04-11,0.521841633,0.40080734,0.476089222,0.577791851,,0.387958101,0.540648795,0.533450382,0.513608841,0.669489083,0.424055207,0.731937082,0.454674904,0.451947038,0.566924442,0.50209589,0.268566008,0.321856287,0.338602912
2021-04-12,,,,,,,,,,,,,,,,,,,
2021-04-13,,,,,,,,,,,,,,,,,,,
2021-04-14,,,,,,,,,,,,,,,,,,,
2021-04-15,,,,,,,,,,,,,,,,,,,
2021-04-16,0.510536373,,,,,,,,,,0.674070971,,,,,,,,
2021-04-17,,,,,,,,,,,,,,,,,,,
2021-04-18,,,,,,,,,,,,,,,,,,,
2021-04-19,,,,,,,,,,,,,,,,,,,
2021-04-20,,,,,,,,,,,,,,,,,,,
2021-04-21,0.612607094,0.506139094,0.580176367,0.707579228,0.693332546,0.512409412,,0.686683628,0.747763591,0.753252129,0.69854778,0.714205176,,,0.666972587,0.596151679,0.34834978,0.225896522,0.514897039
2021-04-22,,,,,,,,,,,,,,,,,,,
2021-04-23,,,,,,,,,,,,,,,,,,,
2021-04-24,0.706920329,0.537960486,0.595037807,0.767486974,0.752129,0.644697603,0.805102554,0.739113622,0.790578902,0.781942995,0.751147938,0.802636815,0.568903204,0.581441282,0.643877888,0.652395612,0.383288383,0.449015265,0.532644184
2021-04-25,,,,,,,,,,,,,,,,,,,
2021-04-26,0.689474883,0.535615619,0.552456317,0.759114098,0.679895572,0.613740531,0.776768399,0.690469162,0.761137379,0.731909614,0.726089265,0.792695023,0.559465265,0.576452513,0.609302385,0.642089375,0.38844956,0.459819858,0.528094714
2021-04-27,,,,,,,,,,,,,,,,,,,
2021-04-28,,,,,,,,,,,,,,,,,,,
2021-04-29,0.481053301,0.38750978,0.386595664,,0.389638595,0.374838993,0.500154644,0.459774435,0.404639744,0.502046042,0.378732535,,,0.47984282,0.344384822,0.353172239,,0.311175229,
2021-04-30,,,,,,,,,,,,,,,,,,,
2021-05-01,,,,,,,,,,,,,,,,,,,
2021-05-02,,,,,,,,,,,,,,,,,,,
2021-05-03,,,,,,,,,,,,,,,,,,,
2021-05-04,0.754914137,0.574067315,0.577623106,0.790815328,0.642014079,0.716103459,0.831821484,0.68521378,0.799883039,0.624217826,0.606428737,0.829604061,0.634489131,0.697725485,0.572599234,0.735455923,0.512458154,0.572408624,0.613564091
2021-05-05,,,,,,,,,,,,,,,,,,,
2021-05-06,,,0.483377569,,,,,0.506277818,0.434465104,,,,,,,,,,
2021-05-07,,,,,,,,,,,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,
2021-05-09,0.759327921,0.57213806,0.61977909,0.76058054,0.595667682,0.72438458,0.813176421,0.642487267,0.788208418,0.566599934,0.561972993,0.831564616,0.634471346,0.709232949,0.56190341,0.739638344,0.538191633,0.598925805,0.603298871
2021-05-10,,,,,,,,,,,,,,,,,,,
2021-05-11,0.75929262,0.577671783,0.664573235,0.781228114,0.624409659,0.730491957,0.834028573,0.653857046,0.795443153,0.59063913,0.601363006,0.834066627,0.647725283,0.698406055,0.590653682,0.747448695,0.535668351,0.608563331,0.612047768
2021-05-12,,,,,,,,,,,,,,,,,,,
2021-05-13,,,,,,,,,,,,,,,,,,,
2021-05-14,,,,,,,,,,,,,,,,,,,
2021-05-15,,,,,,,,,,,,,,,,,,,
2021-05-16,,,,,,,,,,,,,,,,,,,
2021-05-17,,,,,,,,,,,,,,,,,,,
2021-05-18,,,,,,,,,,,,,,,,,,,
2021-05-19,,,,,,,,,,,,,,,,,,,
2021-05-20,,,,,,,,,,,,,,,,,,,
2021-05-21,0.770832064,0.683426755,0.768192646,0.789422075,0.794846573,0.751378313,0.829570535,0.777526877,0.798335275,0.803690102,0.797052434,0.834216966,0.678871947,0.689714514,0.724138216,0.771300041,0.634323997,0.655945399,0.653610511
2021-05-22,,,,,,,,,,,,,,,,,,,
2021-05-23,,,,,,,,,,,,,,,,,,,
2021-05-24,,,,,,,,,,,,,,,,,,,
2021-05-25,,,,,,,,,,,,,,,,,,,
2021-05-26,0.771931073,0.697595138,0.784292799,0.791135894,0.796700082,0.742503016,0.828605416,0.806424445,0.786800062,0.808869469,0.793236307,0.82799965,0.676542969,0.69010119,0.729569283,0.783125114,0.629480996,0.652258671,0.642493348
2021-05-27,,,,,,,,,,,,,,,,,,,
2021-05-28,,,,,,,,,,,,,,,,,,,
2021-05-29,0.501432642,0.567246916,0.503384974,0.544709866,0.756118905,,0.726003336,0.725809014,0.676806843,0.764584072,0.768277911,0.781606607,0.480509927,0.642311676,0.522856365,0.452143183,0.615390671,0.617581571,0.454418212
2021-05-30,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,
2021-06-01,,,,,,,,,,,,,,,,,,,
2021-06-02,,,,,,,,,,,,,,,,,,,
2021-06-03,0.743587612,0.700472645,0.773929403,0.76926964,0.779203698,0.710341597,0.804978861,0.806874561,0.738978536,0.792977133,0.774369351,0.807606052,0.654174157,0.66878501,0.711447778,0.763012379,0.64925796,0.630640324,0.628446674
2021-06-04,,,,,,,,,,,,,,,,,,,
2021-06-05,0.702562907,0.665527524,0.739831245,0.723397146,0.741668834,0.662780365,0.762487902,0.769751959,0.725075467,0.75447982,0.733871526,0.767514556,0.6204124,0.632628596,0.667102688,0.72228617,0.613161644,0.592280729,0.598419684
2021-06-06,,,,,,,,,,,,,,,,,,,
2021-06-07,,,,,,,,,,,,,,,,,,,
2021-06-08,0.689025079,0.650823679,0.687111324,0.724612639,0.740572318,0.652438745,0.757228367,0.738692283,0.690017171,0.74846987,0.632064365,0.764084934,0.565392228,0.603723807,0.660395364,,0.612048696,0.574476234,0.592334336
2021-06-09,,,,,,,,,,,,,,,,,,,
2021-06-10,,,,,,,,,,,,,,,,,,,
2021-06-11,,,,,,,,,,,,,,,,,,,
2021-06-12,,,,,,,,,,,,,,,,,,,
2021-06-13,0.662047596,0.637405806,,0.559857854,0.681929925,,,,0.626417986,,0.672806998,0.699478207,0.58235475,0.563403367,0.618154614,0.698185143,0.60566071,0.556945159,
2021-06-14,,,,,,,,,,,,,,,,,,,
2021-06-15,0.634873086,0.613626837,0.681244668,0.689197445,0.706725179,0.586688999,0.713596994,0.725197219,0.676139174,0.724756385,0.632146992,0.715858598,0.562265856,0.533440413,0.579470672,0.683263834,0.571766288,0.52884672,0.565949218
2021-06-16,,,,,,,,,,,,,,,,,,,
2021-06-17,,,,,,,,,,,,,,,,,,,
2021-06-18,0.53572066,0.554468817,0.602506144,0.601775427,0.645182406,0.524482269,0.626643742,0.660305975,0.598750936,0.674107329,0.547661054,0.618961602,0.49449289,0.451423494,0.485565513,0.600646469,0.506558706,0.484085521,0.506628747
2021-06-19,,,,,,,,,,,,,,,,,,,
2021-06-20,0.459121189,0.512053321,0.555494146,0.551337576,0.594887162,0.475174317,0.540052695,0.625963818,0.536349786,0.64307742,0.495998698,0.521264647,0.459083463,0.398311153,0.41369551,0.551301741,0.442497321,0.440101725,0.495699401
2021-06-21,,,,,,,,,,,,,,,,,,,
2021-06-22,,,,,,,,,,,,,,,,,,,
2021-06-23,0.349357301,0.456512983,0.46546018,0.437762972,0.479826997,0.401625066,0.4104101,0.536975945,0.405854176,0.549478359,0.41044638,0.403502843,0.373046603,0.336760055,0.328340291,0.445542741,0.377374432,0.373396759,0.444967838
2021-06-24,,,,,,,,,,,,,,,,,,,
