date,1,2,7,9,12,15,17,18,19,20,22,23,25,26,27,29,28,30,31
2021-06-25,0.263083611,0.276951953,0.372224663,0.329278679,0.369085659,0.289550408,0.318251266,0.41496628,0.300096178,0.41523635,0.319051388,0.311560925,0.238814019,0.277494675,0.233324164,0.272288765,0.314907808,0.295388486,0.389608308
2021-06-26,,,,,,,,,,,,,,,,,,,
2021-06-27,,,,,,,,,,,,,,,,,,,
2021-06-28,0.248794056,0.277184067,0.334221375,0.281869183,0.256345334,0.276957205,0.257314049,0.321485107,0.254005638,0.324441778,0.328644679,,0.237173469,0.254978508,0.241508418,0.297719158,0.302128731,0.241217138,0.362363766
2021-06-29,,,,,,,,,,,,,,,,,,,
2021-06-30,0.221437264,0.238583576,0.273776393,0.215023597,0.234183903,0.238963593,0.221552463,0.257239354,0.23016259,0.260690913,0.209087883,0.223120135,0.207206257,0.223880273,0.225048533,0.24996607,0.261063226,0.211943428,0.312437696
2021-07-01,,,,,,,,,,,,,,,,,,,
2021-07-02,,,,,,,,,,,,,,,,,,,
2021-07-03,0.212837007,0.193119074,,,,0.245365514,,,,,,,0.194665977,,0.207579712,0.22522683,,,
2021-07-04,,,,,,,,,,,,,,,,,,,
2021-07-05,0.188667148,0.235029126,0.227475211,0.191839203,0.207378831,0.231745174,0.200207189,0.211382364,0.220640161,0.235924357,0.147547928,0.193707327,0.189796539,0.191783393,0.229466072,0.21196682,0.241145659,0.195203574,0.294728168
2021-07-06,,,,,,,,,,,,,,,,,,,
2021-07-07,,,,,,,,,,,,,,,,,,,
2021-07-08,0.199418643,0.193536384,0.19927736,0.174058184,0.188703346,0.225690003,0.184750463,0.131828873,0.163857636,0.177884282,0.115922274,0.172257837,0.180391086,0.187965448,0.179102189,0.217652187,0.225310748,0.17611449,0.185175943
2021-07-09,,,,,,,,,,,,,,,,,,,
2021-07-10,0.219429757,0.201262979,0.214954115,0.1762237,,0.176747736,,0.06532633,,,,0.191828481,0.187903128,0.121863348,0.188312186,0.22637657,,,0.194237202
2021-07-11,,,,,,,,,,,,,,,,,,,
2021-07-12,,,,,,,,,,,,,,,,,,,
2021-07-13,0.202967352,0.160039896,0.178887379,0.191456117,0.192820632,0.178975972,0.192194276,0.15262911,0.170692073,0.206193593,0.160058735,0.174707715,0.171253139,0.195099706,0.194486747,0.22001874,0.234600131,0.199751709,0.187000926
2021-07-14,,,,,,,,,,,,,,,,,,,
2021-07-15,0.183942697,0.131983083,0.191903798,0.173933448,0.160643552,0.172800038,0.17585647,0.145540649,0.165207853,0.199346298,0.144767705,0.160179287,0.159471096,0.177720421,0.189376053,0.202972258,0.207623258,0.180705494,0.177178986
2021-07-16,,,,,,,,,,,,,,,,,,,
2021-07-17,,,,,,,,,,,,,,,,,,,
2021-07-18,0.207944229,0.124854213,0.213255812,0.176868719,0.14255567,0.127989842,0.199195735,0.12346978,0.15886637,0.240605363,0.137982906,0.160330098,0.138782114,0.193425019,0.133248397,0.179296794,0.217373081,0.176732283,0.168483568
2021-07-19,,,,,,,,,,,,,,,,,,,
2021-07-20,,,,,,0.101779005,,,0.165692445,,,,0.15695131,,0.116339259,0.19171092,,,
2021-07-21,,,,,,,,,,,,,,,,,,,
2021-07-22,,,,,,,,,,,,,,,,,,,
2021-07-23,0.19736727,0.142526181,0.157770025,0.184717632,0.168186181,0.143912561,0.194036254,0.15663352,0.157868345,0.19587833,0.15297168,0.053784854,0.174372989,0.171609982,0.150380973,0.228586049,,0.195440913,0.277204712
2021-07-24,,,,,,,,,,,,,,,,,,,
2021-07-25,0.178556426,0.14464168,0.157439229,0.202505296,0.158693489,,0.190954201,0.157195452,,0.188779068,0.133330646,0.146656063,0.185088882,0.176307623,0.159331694,0.218273634,0.165794436,0.165879083,0.303196471
2021-07-26,,,,,,,,,,,,,,,,,,,
2021-07-27,,,,,,,,,,,,,,,,,,,
2021-07-28,,,,0.1644921,0.132708924,,,,,,0.117129817,0.04852018,,,,,0.164880398,,0.193516614
2021-07-29,,,,,,,,,,,,,,,,,,,
2021-07-30,0.181785554,0.121486584,0.137608681,0.184176468,0.132487289,0.116011912,0.165081691,0.130870645,0.137671086,0.167556903,0.117307865,0.121451631,0.170636819,0.167495555,0.125396127,0.118198782,0.175032506,0.159580493,0.37083323
2021-07-31,,,,,,,,,,,,,,,,,,,
2021-08-01,,,,,,,,,,,,,,,,,,,
2021-08-02,0.196287345,0.131734627,0.146674007,0.202942214,0.133849397,0.128690256,0.168707763,0.140617482,0.142042509,0.170064757,0.128567092,0.124710136,0.197224513,0.141159481,0.130898694,0.123492244,0.182653877,0.171788138,0.39395756
2021-08-03,,,,,,,,,,,,,,,,,,,
2021-08-04,0.159965474,,0.111236282,0.15819134,0.147477178,0.137525401,,0.141788974,0.17127981,0.172495273,,,0.147455696,0.134361545,,0.112113687,,0.117371167,
2021-08-05,,,,,,,,,,,,,,,,,,,
2021-08-06,,,,,,,,,,,,,,,,,,,
2021-08-07,0.201037044,0.043064418,0.180807621,0.118483445,0.122634146,0.132963095,0.154030897,0.138307558,0.139881382,0.163613894,0.116944187,0.111904807,0.121488819,0.126651576,0.093287552,0.123959318,0.130678171,0.133999546,0.151737466
2021-08-08,,,,,,,,,,,,,,,,,,,
2021-08-09,0.186491572,0.122455373,0.136274857,0.115850932,0.125691666,0.134533072,0.153343548,0.139133,0.138373397,0.167586309,0.12391746,0.110244724,0.100080829,0.123157303,0.114471567,0.113343778,0.164879988,0.13038676,0.119829733
2021-08-10,,,,,,,,,,,,,,,,,,,
2021-08-11,,,,,,,,,,,,,,,,,,,
2021-08-12,0.188704365,0.122278847,0.131659469,0.115406541,0.148655372,0.140446257,0.141465521,0.144854345,0.110905001,0.101618761,0.110704082,0.110752649,0.101241063,0.118611743,0.11469701,0.115964403,0.124162199,0.12702696,0.119878278
2021-08-13,,,,,,,,,,,,,,,,,,,
2021-08-14,0.110215717,0.11403012,0.122446732,0.110614037,0.114239634,0.135228446,0.13394289,0.12507322,0.108186562,0.152267127,0.112531998,0.101714838,0.091625454,0.111511987,0.101553588,0.104916508,0.11402371,0.118003271,0.117938339
2021-08-15,,,,,,,,,,,,,,,,,,,
2021-08-16,,,,,,,,,,,,,,,,,,,
2021-08-17,,,,,,,,,,,,,,,,,,,
2021-08-18,,,,,,,,,,,,,,,,,,,
2021-08-19,0.10090205,0.120727058,0.124837564,0.103403861,0.11408694,0.138556192,0.127459801,0.122522859,0.107148675,0.151863388,0.110717179,0.105942465,0.092299413,0.110856044,0.101223955,0.100071874,0.11325589,0.120219609,0.121733929
2021-08-20,,,,,,,,,,,,,,,,,,,
2021-08-21,,,,,,,,,,,,,,,,,,,
2021-08-22,0.10164565,0.099028092,0.050524358,0.113452978,,0.13535116,0.096246452,,,,,,0.099650952,0.061960997,0.093004677,0.110714795,,,0.137012076
2021-08-23,,,,,,,,,,,,,,,,,,,
2021-08-24,0.094010812,0.105419877,0.122300056,0.104911396,0.102053866,0.129707748,0.107801705,0.109648754,0.097182356,0.140542561,0.081850033,0.102113491,0.084455989,0.114450184,0.096175862,0.092879509,0.105072589,0.116255992,0.146874088
2021-08-25,,,,,,,,,,,,,,,,,,,
2021-08-26,,,,,,,,,,,,,,,,,,,
2021-08-27,,,,,,,,,,,,,,,,,,,
2021-08-28,,,,,,,,,,,,,,,,,,,
2021-08-29,0.097233032,0.107381065,0.123361615,0.107162408,,,0.17106978,0.076712325,0.106218648,0.132058905,0.116878573,,0.085751157,0.114777952,,0.092748646,0.061040298,0.120928417,0.159307198
2021-08-30,,,,,,,,,,,,,,,,,,,
2021-08-31,,,,,,,,,,,,,,,,,,,
2021-09-01,0.08480834,0.074024125,0.07843941,0.13212049,0.092831206,,,0.101543557,0.096781162,0.076375986,0.073103628,0.067716499,0.071697696,,,0.113335736,,0.07518911,0.182829276
2021-09-03,-0.019203669,0.091129513,0.107318679,0.141773315,,0.070310849,0.045596938,0.095185932,0.109145632,0.085262728,,,0.066636435,,0.057196065,0.140796304,,,0.13714662
2021-09-06,0.107172166,0.109229042,0.117573821,0.110974314,0.116467076,0.113884328,0.124008918,0.115086862,0.102948462,0.14315613,0.113378373,0.108348349,0.095278662,0.12149156,0.103506176,0.104283849,0.103978395,0.115536934,0.128371106
2021-09-08,0.10531715,0.111012769,0.118510296,0.109857154,0.116941702,0.111511096,0.123894079,0.118088179,0.105982764,0.145892719,0.11954315,0.111032114,0.097397007,0.118414033,0.106511657,0.109393167,0.105926277,0.116259425,0.116959843
2021-09-11,0.101922871,0.103262962,0.119370778,0.101445615,0.107497882,0.104877738,0.106243415,0.11032606,0.113497882,0.135314668,0.114826498,0.103401904,0.092081625,0.110018704,0.100779494,0.102795135,0.100334516,0.109226032,0.107632295
2021-09-13,0.095966559,0.098817406,0.111067119,0.095023119,0.099768588,0.093584033,0.100215951,0.102245664,0.103430744,0.130980346,0.105388613,0.095043999,0.086014211,0.103631542,0.090883212,0.095736421,0.091657,0.101558941,0.102415803
2021-09-16,0.096727328,0.086628815,0.087682399,0.104329689,0.087381966,0.104266152,0.091423183,0.087005613,0.085368371,0.105120334,0.082800532,0.078910533,0.074638078,0.094761232,0.077159429,0.081152447,0.083655889,0.088842215,0.100099265
2021-09-18,0.096234897,0.100057874,0.111101627,0.093275033,-0.008256725,0.097160723,0.119362576,0.105495117,0.101774642,0.134546933,0.058164367,0.108562826,0.085293647,0.104272056,0.095054834,0.093128673,0.096792047,0.110830263,0.096430807
2021-09-21,0.176269403,0.105744784,0.116090835,,0.146883768,0.17172119,0.13528896,0.121672624,0.095773291,0.161718963,0.105746235,0.107998087,0.122876442,0.156532493,0.107671966,0.135581451,0.100120352,0.116746542,0.126887569
2021-09-23,0.103202333,0.104404329,0.116241969,0.102546176,0.157752416,0.099360813,0.13287277,0.127238685,0.026560437,,0.015099019,,0.092940706,0.107009508,0.104073671,0.104924533,,0.132140827,0.103671672
2021-09-26,0.086663164,0.08107857,0.092314336,0.082745668,0.119424463,0.085042894,0.122915016,0.10147581,0.083605131,0.121461456,0.083517219,0.083917277,0.066299783,0.091232728,0.08274593,0.086216198,0.076028269,0.089126514,0.083703815
2021-09-28,0.029176577,0.019146536,,,,,,,0.035525452,0.031745621,0.020120651,0.012645133,,,0.021271493,,,0.040893611,0.031661861
2021-10-01,,0.052224251,0.033007809,,,,,0.03087089,,,0.028935041,,,,,,,,
2021-10-03,0.096133013,0.104131892,0.100396427,0.100933973,0.109005563,0.09488589,0.220090227,0.113372409,0.0959612,0.144011254,0.104781948,0.09646176,0.073488204,0.10900737,0.112671441,0.101938029,0.085176128,0.095721698,0.09842459
2021-10-08,,,,,,,,,,,,,,,,,,,
2021-10-11,,,,,,,,,,,,,,,,,,,
2021-10-13,,,,,,,,,-0.037523984,,,,,,,,,,
2021-10-16,0.101308639,0.089529367,0.082307131,0.13656266,0.07538981,0.101121545,0.398092791,0.178052219,0.074637225,0.107283285,0.092475806,0.087718277,0.076665235,0.189258788,0.087033641,0.148102894,0.064969586,0.080607289,0.112396898
2021-10-21,0.1061797,0.083323213,0.091778475,0.149452822,0.069947944,0.112548994,0.401850361,0.239683604,0.082684721,0.153077176,0.078126357,0.087820214,0.092874354,0.231775315,0.094448218,0.172725607,0.091498106,0.096983918,0.098265998
2021-10-23,0.096329513,0.097000499,0.103657375,0.181523305,0.097176561,0.094560177,0.523296687,0.276430234,0.088708674,0.186305066,0.099702623,0.103505745,0.093880065,0.307401516,0.098977644,0.212689923,0.102877767,0.114901463,0.098357344
2021-10-26,0.091259771,0.095694673,0.101305291,0.179317833,0.07883863,0.09457014,0.45700988,0.238494727,0.073411259,0.162029745,0.095198744,0.103398786,0.095584932,0.259137695,0.115475624,0.220463567,0.102419991,0.111345781,0.092173081
2021-10-28,0.080914869,0.077137467,0.085143246,0.172079242,0.088192869,0.078908869,0.509579871,0.276482008,0.069828622,0.174620936,0.09588312,0.090106639,0.079586302,0.286471207,0.113198545,0.218881256,0.079621721,0.099782833,0.081429282
2021-10-31,0.083538944,0.081700704,0.089757073,0.182277948,0.100914325,0.083883998,0.531927999,0.289968753,0.069776422,0.17551401,0.094998627,0.096866164,0.087406766,0.296108985,0.151155495,0.231856554,0.083887081,0.105710423,0.083650357
2021-11-05,,,,0.021957875,,,,,,,,,,,,,,,0.028084527
2021-11-10,,0.029862127,,,0.148617842,,,,0.026047602,0.048983904,-0.065868014,0.038980551,0.036909384,,,0.046528019,0.045921577,,
2021-11-12,0.0544362,0.067798165,0.075354293,0.216606829,0.166950008,0.055242289,0.605953249,0.421972265,0.036590917,0.212597043,0.048417995,0.10252817,0.059662888,0.433614394,0.249293196,0.269576741,0.055079148,0.113054716,0.040349016
2021-11-15,0.040020313,0.068255742,0.055609177,0.187919217,0.131802275,0.044104872,0.550822759,0.381714702,0.014341707,0.171213849,0.035835025,0.079891673,0.04290176,0.37718059,0.225323784,0.232397049,0.032464374,0.090136061,0.040214738
2021-11-17,0.060619387,0.102649124,0.087983339,0.212419015,0.173273384,0.067705414,0.597299234,0.431805889,0.042256584,0.213587719,0.061995022,0.120569154,0.03181655,0.451264701,0.285872709,0.266097759,0.05811101,0.121972777,0.059953376
2021-11-20,0.068216801,0.118637784,0.09602154,0.230521188,0.19615406,0.085878034,0.612579727,0.479781329,0.045547565,0.230243107,0.063907162,0.138625265,0.04041734,0.512696012,0.332091265,0.29102793,0.059029594,0.138939427,0.066250707
2021-11-25,,,,,,,,,,,,,,,,,,,
2021-11-27,0.055869355,0.085563977,,,0.00805897,,0.466626339,0.202659135,,,0.041954819,0.108445568,,0.281450423,,,0.043446005,0.064041034,
2021-11-30,0.101822931,0.147675086,0.130297121,0.259703136,0.26455095,0.133227748,0.654832668,0.54182552,0.06768436,0.01499736,0.057745005,0.190573303,0.038442976,0.604234524,0.412092389,0.313356992,0.065390913,0.20444136,0.078879242
2021-12-05,,,,,,,,,,,,,,,,,,,
2021-12-07,,,,,,,,,,,,,,,,,,,
2021-12-15,,,,,,,,,,,,,,,,,,,
2021-12-17,,,,,,,,,,,,,,,,,,,
2021-12-20,0.139452682,0.226995372,0.17137896,0.259448313,0.29696628,0.195199033,0.6375523,0.591927932,0.065982348,0.081530376,0.116265827,0.24467136,0.043874326,0.648213201,0.477900722,0.301815175,0.092749613,0.257084518,0.12099867
2021-12-22,0.116378418,0.200919775,0.16455219,0.224836094,0.258729562,0.146298847,0.573105469,0.493892677,0.078005354,0.079876091,0.108543232,0.212636051,0.041319411,0.557502748,0.393680363,0.252893548,0.085886918,0.229433732,0.121700203
